Unnamed: 0,guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number,Nomor_Alamat,Kota,Negara_Bagian,Kode_Pos
125,bettyzuniga@example.org,False,BASIC,23.79547917648977,16 Dec 2020,18 Dec 2020,83.8,"36233 Justin Field Suite 226
Davisville, OR 69664",180076657636827,36233 Justin Field Suite 226,Davisville,OR,69664
126,erikfisher@example.org,False,BASIC,11.772674745602174,07 Feb 2020,23 Jan 2020,160.57925574353513,"55789 Phillip Grove Suite 677
Joshuafort, NE 57624",4173671577758,55789 Phillip Grove Suite 677,Joshuafort,NE,57624
127,qcook@example.com,False,BASIC,11.59433334621669,29 Jan 2021,26 Dec 2020,140.12868521653493,"73464 Williams Green
South Amber, ME 06845",4879555550576,73464 Williams Green,South Amber,ME,06845
128,colerobert@example.com,False,BASIC,14.166270615089193,09 Oct 2020,13 Oct 2020,127.49227209585308,"Unit 0589 Box 4588
DPO AA 89155",377146082877842,Unit 0589 Box 4588,DPO AA 89155,,
129,deborah80@example.com,True,DELUXE,7.370857040421697,21 May 2020,16 May 2020,193.27264994101404,"9689 Gerald View Apt. 444
Bernardchester, TX 88361",3537048722742355,9689 Gerald View Apt. 444,Bernardchester,TX,88361
130,margaretperkins@example.net,True,DELUXE,10.941541790029277,07 Oct 2020,28 Sep 2020,172.02219853765388,"400 Christine Drives
East Robertstad, NC 11419",3533953097364665,400 Christine Drives,East Robertstad,NC,11419
131,coloncatherine@example.net,True,SUITE,10.750561211578972,20 Dec 2020,15 Dec 2020,247.9235899435764,"847 Howard Spur Apt. 501
Jacobburgh, MO 40365",4122875311580468,847 Howard Spur Apt. 501,Jacobburgh,MO,40365
132,nwolf@example.com,False,BASIC,24.1382914121263,15 Apr 2020,27 Mar 2020,150.7972587960479,"879 Fitzpatrick Ridges Suite 622
Mariaberg, MO 42659",372363482955103,879 Fitzpatrick Ridges Suite 622,Mariaberg,MO,42659
133,marcusduran@example.net,False,BASIC,18.31466596060977,23 Sep 2020,18 Oct 2020,197.10554962009616,"6538 David Glen
New Katelyn, WY 47444",60491660423,6538 David Glen,New Katelyn,WY,47444
134,bentleyamanda@example.com,False,BASIC,35.7140589764374,27 Oct 2020,14 Oct 2020,127.74410372268464,"1736 Jesse Bridge Apt. 853
East Lauren, MO 40352",501815438897,1736 Jesse Bridge Apt. 853,East Lauren,MO,40352
135,natashaanderson@example.com,True,BASIC,19.14097352930208,14 Feb 2020,28 Jan 2020,126.68035002919436,"138 Montgomery Prairie
Hilltown, NH 63864",30491424783269,138 Montgomery Prairie,Hilltown,NH,63864
136,simmonsashley@example.org,False,BASIC,13.25124079658054,19 Dec 2019,26 Jan 2020,83.8,"226 Wilson Lock Suite 414
Amberview, RI 96808",3593556922816598,226 Wilson Lock Suite 414,Amberview,RI,96808
137,xbaker@example.org,True,BASIC,0.0,26 May 2020,06 May 2020,136.45329952841942,"2450 Jacobs Lane
Latoyachester, IL 10610",3503190707025412,2450 Jacobs Lane,Latoyachester,IL,10610
138,vreynolds@example.com,False,BASIC,21.18582227995722,07 Oct 2020,23 Oct 2020,130.05419092353824,"71779 Thomas Wells Suite 889
Hubbardstad, MN 71378",36597739632134,71779 Thomas Wells Suite 889,Hubbardstad,MN,71378
139,singletonmegan@example.org,False,BASIC,,17 Mar 2020,16 Apr 2020,130.48663963106793,"52271 Andrea Trace
West Michelle, IA 67612",4070615716627,52271 Andrea Trace,West Michelle,IA,67612
140,kimberlytran@example.org,False,BASIC,15.123165804175144,07 May 2020,09 May 2020,116.81182363923728,"75420 Bryce Crescent
Tiffanyburgh, LA 49356",36581779385993,75420 Bryce Crescent,Tiffanyburgh,LA,49356
141,andrea02@example.net,False,BASIC,40.70408400462589,08 Apr 2020,25 Apr 2020,162.80128807546427,"66449 Joseph Stravenue
West Emily, FL 84577",30227185111997,66449 Joseph Stravenue,West Emily,FL,84577
142,sarahreed@example.org,True,DELUXE,33.781177170702904,22 Aug 2020,13 Aug 2020,248.8244625425344,"9368 Carter Route Suite 750
Lake Bruce, VA 52586",676193428338,9368 Carter Route Suite 750,Lake Bruce,VA,52586
143,andrew74@example.net,False,BASIC,4.111604715034549,26 Jul 2020,23 Jul 2020,139.5522946795055,"964 Crawford Vista
Port Chad, AZ 58132",3592499992775801,964 Crawford Vista,Port Chad,AZ,58132
144,kristineschmitt@example.org,False,BASIC,31.20849683857397,22 Aug 2020,09 Sep 2020,83.8,"5469 Weiss Radial
New Gregory, MA 65358",502045384356,5469 Weiss Radial,New Gregory,MA,65358
145,wilsonpatricia@example.org,False,BASIC,26.782119556502504,26 Jul 2020,09 Jul 2020,83.8,"7473 Laura Mission Apt. 136
South Colin, AL 13431",4301022043175092,7473 Laura Mission Apt. 136,South Colin,AL,13431
146,brennankathy@example.org,False,BASIC,20.28621523982434,27 Oct 2020,17 Oct 2020,83.8,"5955 Lynch Greens
East Wendyberg, WI 44237",2714609994901743,5955 Lynch Greens,East Wendyberg,WI,44237
147,imcneil@example.org,False,BASIC,10.12925829314505,23 Jan 2020,11 Jan 2020,148.44243101335604,"PSC 4460, Box 8604
APO AP 63169",4585311299149,"PSC 4460, Box 8604",APO AP 63169,,
148,donaldmoran@example.org,False,BASIC,22.943252190641356,04 May 2020,13 Jun 2020,198.85089277217315,"6308 Stacy Bridge Apt. 424
Port Kristinview, WA 64752",3512976478151414,6308 Stacy Bridge Apt. 424,Port Kristinview,WA,64752
149,lonnie61@example.com,False,BASIC,,04 Jul 2020,21 Jun 2020,85.82161414233349,"63505 Little Turnpike
Alexanderside, FL 70236",4627327959298,63505 Little Turnpike,Alexanderside,FL,70236
150,gruiz@example.org,False,BASIC,25.960631481427622,24 Feb 2020,01 Mar 2020,122.9889312749982,"8498 Dunn Underpass Apt. 198
Susanborough, PA 15260",4093719998248,8498 Dunn Underpass Apt. 198,Susanborough,PA,15260
151,matthewsdavid@example.net,False,BASIC,14.562533793236952,09 Aug 2020,03 Sep 2020,179.31360765256406,"9526 Melinda Branch Suite 583
Skinnerborough, CA 20709",2261110966057157,9526 Melinda Branch Suite 583,Skinnerborough,CA,20709
152,cbarron@example.net,False,BASIC,16.12682682636093,26 Aug 2020,02 Sep 2020,120.47076661529375,"13259 Robert Crest
Christinachester, MO 84105",4394266404373246,13259 Robert Crest,Christinachester,MO,84105
153,mannrichard@example.org,False,BASIC,8.146989854695741,30 Sep 2020,18 Sep 2020,83.8,"USNV Harmon
FPO AP 69966",3580524759052229,USNV Harmon,FPO AP 69966,,
154,bsmith@example.org,False,BASIC,20.085210998761408,20 Apr 2020,15 May 2020,221.55436130566585,"93770 Young Stream
Nicholasport, PA 17036",3594456916582521,93770 Young Stream,Nicholasport,PA,17036
155,ksweeney@example.net,True,DELUXE,17.433465130315877,09 Jun 2020,11 Jun 2020,231.6650494879903,"07193 Casey Courts
Rubiofort, NV 12605",30119699516961,07193 Casey Courts,Rubiofort,NV,12605
156,denise69@example.net,False,BASIC,34.800686004322586,17 Aug 2020,18 Aug 2020,168.72775415897902,"8607 Miller Cove Suite 101
North Christina, OH 88406",376094928690311,8607 Miller Cove Suite 101,North Christina,OH,88406
157,reynoldspatrick@example.org,False,BASIC,17.86065455070032,30 Sep 2020,30 Oct 2020,164.24972567555702,"58029 Hogan Overpass
Murrayview, NJ 07089",3537122311970519,58029 Hogan Overpass,Murrayview,NJ,07089
158,donald09@example.com,False,BASIC,,17 Jan 2021,08 Feb 2021,227.70708398709127,"02918 Cummings Islands Apt. 405
North Bethany, WV 50321",4779004086845948306,02918 Cummings Islands Apt. 405,North Bethany,WV,50321
159,lee18@example.com,False,BASIC,6.437267927704772,26 Dec 2020,18 Dec 2020,205.32273417988503,"35565 Beverly Tunnel
Port Ann, TX 36130",3539063597121021,35565 Beverly Tunnel,Port Ann,TX,36130
160,thomas30@example.net,False,DELUXE,15.872820102422557,26 Jul 2020,15 Aug 2020,226.3833993725893,"21035 Sanchez Neck
East Bryan, GA 88972",4823175212178609,21035 Sanchez Neck,East Bryan,GA,88972
161,jacksonjennifer@example.org,False,DELUXE,15.23523962131866,09 Jul 2020,18 Jul 2020,242.35785036631756,"50213 Jason Springs
Littleview, KY 58015",3537787595326131,50213 Jason Springs,Littleview,KY,58015
162,james08@example.net,False,BASIC,26.00615262710028,30 Apr 2020,07 May 2020,111.44430547654363,"474 Amy Mission
Jessefort, WY 88388",4025683496411,474 Amy Mission,Jessefort,WY,88388
163,gwilson@example.net,False,BASIC,29.37423531239609,05 Mar 2020,01 Apr 2020,83.8,"31398 Rodriguez Heights Suite 829
Bradyberg, MI 85115",4525630044255760,31398 Rodriguez Heights Suite 829,Bradyberg,MI,85115
164,colestephen@example.org,False,BASIC,5.905162057327445,14 Jul 2020,17 Jul 2020,176.20392937141432,"21114 Samuel Causeway
East Melissa, AK 05327",6563263075996827,21114 Samuel Causeway,East Melissa,AK,05327
165,joshuadavis@example.com,False,BASIC,15.31845969421332,26 Jun 2020,03 Jul 2020,207.34982722785568,"43427 Michael Brook
Robertafort, NV 55840",4299575163571745442,43427 Michael Brook,Robertafort,NV,55840
166,brianarobinson@example.org,True,BASIC,1.8617848637694792,14 Jul 2020,10 Jul 2020,167.59101889711005,"9282 Stewart Burg Suite 191
West Angela, DE 88118",30259195740309,9282 Stewart Burg Suite 191,West Angela,DE,88118
167,ejordan@example.org,False,BASIC,18.972474053314546,12 Jul 2020,09 Jul 2020,186.5280873847071,"2818 Leah Plains
Thomasberg, DE 90048",3516024762215953,2818 Leah Plains,Thomasberg,DE,90048
168,ucurtis@example.org,False,BASIC,16.952536629720193,13 Feb 2020,25 Feb 2020,83.8,"1454 Annette Viaduct Suite 275
New Jasonton, MD 79417",180031344472243,1454 Annette Viaduct Suite 275,New Jasonton,MD,79417
169,wmills@example.com,True,BASIC,4.768453290536414,24 Jun 2020,18 Jun 2020,158.77444951381284,"3221 Perry Roads
Port Michael, TX 30490",4518729568870,3221 Perry Roads,Port Michael,TX,30490
170,taylorlewis@example.org,False,BASIC,14.84226226757987,13 Feb 2020,23 Jan 2020,147.0003660972984,"258 Max Hill
Lake Jonland, PA 83771",3569091581292790,258 Max Hill,Lake Jonland,PA,83771
171,orodriguez@example.org,False,BASIC,21.13495645514289,20 Jan 2021,27 Jan 2021,214.2790142747108,"271 Bennett Locks
Robertborough, IA 10720",4750955090770,271 Bennett Locks,Robertborough,IA,10720
172,hector56@example.com,False,BASIC,21.957080433854685,14 Aug 2020,15 Aug 2020,210.73426210431097,"7579 Lisa Groves Apt. 800
Randallbury, OH 75415",3558365394204926,7579 Lisa Groves Apt. 800,Randallbury,OH,75415
173,vincenthamilton@example.net,False,BASIC,14.624316907583651,19 May 2020,26 Apr 2020,110.0539122575226,"26352 Kathryn Parks
Wheelerview, WA 41219",4019739786492615,26352 Kathryn Parks,Wheelerview,WA,41219
174,durhamamanda@example.net,False,BASIC,,06 Sep 2020,17 Aug 2020,83.8,"USCGC Farmer
FPO AE 98763",4929113109944581957,USCGC Farmer,FPO AE 98763,,
175,longgloria@example.net,False,BASIC,24.45938331534988,02 Jan 2021,28 Dec 2020,83.8,"249 Williams Rapid Apt. 293
Huntside, NY 48409",4337840826533932,249 Williams Rapid Apt. 293,Huntside,NY,48409
176,laurabarber@example.net,False,BASIC,20.050259445993728,27 Jun 2020,12 Aug 2020,105.69826820428372,"56469 April Rapid Apt. 648
South Robinville, MT 13908",5422615446584470,56469 April Rapid Apt. 648,South Robinville,MT,13908
177,teresajones@example.com,False,BASIC,22.849973349422985,09 Feb 2020,26 Feb 2020,119.47299752487328,"86287 Martinez Crest Apt. 574
South Christopherport, UT 69135",502083259569,86287 Martinez Crest Apt. 574,South Christopherport,UT,69135
178,omoss@example.com,False,BASIC,35.111827004952865,30 Aug 2020,06 Sep 2020,128.41505950964304,"356 Thompson Rapid
North Vickiberg, MN 52535",30520604724857,356 Thompson Rapid,North Vickiberg,MN,52535
179,beltranelizabeth@example.com,False,BASIC,4.221609084023042,08 Jun 2020,05 Jun 2020,219.0548040275857,"9950 Johnson Drive
Jessicaborough, MN 51062",4701198059583191,9950 Johnson Drive,Jessicaborough,MN,51062
180,autumn41@example.com,False,BASIC,31.143937550389108,23 Mar 2020,13 Apr 2020,83.8,"986 Billy Point Suite 522
Alanport, WV 08018",4376927189034053,986 Billy Point Suite 522,Alanport,WV,08018
181,rachel49@example.net,True,BASIC,3.924249860503364,29 Aug 2020,15 Aug 2020,212.71340847063743,"2798 Ortiz Wall
Loriside, MI 65719",180043319633493,2798 Ortiz Wall,Loriside,MI,65719
182,feliciamedina@example.net,False,BASIC,10.054666213385987,15 Aug 2020,05 Aug 2020,242.98867199532012,"27267 Ronald Ports Suite 085
Navarroberg, AZ 80896",4598629276652126,27267 Ronald Ports Suite 085,Navarroberg,AZ,80896
183,carpenterdonald@example.com,False,SUITE,29.51612171870996,14 Apr 2020,22 Apr 2020,167.1308599814066,"54317 Matthews Summit Suite 371
Leeport, FL 50124",3559759915511208,54317 Matthews Summit Suite 371,Leeport,FL,50124
184,valenciacatherine@example.com,True,BASIC,8.810715258406768,04 Sep 2020,09 Sep 2020,136.7924895301752,"098 Rebecca Streets
Port Larry, SD 94630",2284126671913065,098 Rebecca Streets,Port Larry,SD,94630
185,aray@example.com,True,DELUXE,21.414365646754995,28 Dec 2020,29 Nov 2020,176.93078114438802,"28082 Megan Course Suite 203
New Sarastad, WY 01604",30165656067852,28082 Megan Course Suite 203,New Sarastad,WY,01604
186,jasmine35@example.com,False,BASIC,21.24147121481375,06 Jul 2020,12 Jul 2020,100.27551897272946,"43540 Eric Turnpike
South Claudiaton, AZ 62446",180025830130067,43540 Eric Turnpike,South Claudiaton,AZ,62446
187,johnstonmary@example.net,False,BASIC,20.614736419924554,15 May 2020,21 Jun 2020,112.32430974114224,"23548 Flynn Ranch Suite 789
South Debbie, OR 77536",6568131151752072,23548 Flynn Ranch Suite 789,South Debbie,OR,77536
188,vcrane@example.com,False,BASIC,36.58292380482114,07 Jan 2020,21 Jan 2020,129.01342149106762,"2576 Jacob Views
Gonzaleston, ID 44487",180018229465020,2576 Jacob Views,Gonzaleston,ID,44487
189,xsmith@example.org,True,DELUXE,12.133576376796732,27 Aug 2020,15 Aug 2020,209.0950737535199,"992 Joshua Ford
North Dana, CT 83933",6581546438825693,992 Joshua Ford,North Dana,CT,83933
190,david04@example.com,False,BASIC,22.728467750323013,12 Jun 2020,,100.52493171626932,"83119 Angela Expressway
Perrybury, DC 96844",213131664473879,83119 Angela Expressway,Perrybury,DC,96844
191,kyle22@example.org,False,BASIC,33.09020611509392,10 Sep 2020,23 Aug 2020,232.9056358055797,"0774 Michael Pass Suite 951
North Davidside, CA 26962",213196947480595,0774 Michael Pass Suite 951,North Davidside,CA,26962
192,hebertaaron@example.net,True,BASIC,28.04884500459636,06 Sep 2020,13 Sep 2020,132.56478170343496,"58634 Jeffery Flat
New Allenmouth, PA 19480",675917284357,58634 Jeffery Flat,New Allenmouth,PA,19480
193,sarah11@example.net,False,BASIC,23.97037996984914,26 May 2020,17 Jul 2020,177.95205283572898,"418 Moreno Highway Suite 717
Wilcoxfurt, DE 28886",503833287975,418 Moreno Highway Suite 717,Wilcoxfurt,DE,28886
194,peterhoffman@example.com,False,BASIC,15.059870224591112,23 Aug 2020,03 Sep 2020,123.7974595903473,"USCGC Jacobs
FPO AA 11743",6555917095260072,USCGC Jacobs,FPO AA 11743,,
195,vcox@example.org,False,BASIC,17.866449590784303,10 Apr 2020,10 Apr 2020,164.1509572316324,"Unit 9001 Box 5950
DPO AP 45358",4744785762963766,Unit 9001 Box 5950,DPO AP 45358,,
196,denisenelson@example.com,False,BASIC,22.999115887659052,19 Jul 2020,31 Jul 2020,205.46528918611463,"809 Frazier Underpass
New Jasminefort, CT 41334",2717568798776510,809 Frazier Underpass,New Jasminefort,CT,41334
197,mitchellvictor@example.com,False,BASIC,32.63951289566673,03 Jun 2020,10 Jul 2020,170.5182399473839,"0531 Christine Parks Suite 065
West Amy, WA 46089",4420703202651,0531 Christine Parks Suite 065,West Amy,WA,46089
198,lauren41@example.com,True,BASIC,22.29375350128381,10 Jul 2020,05 Jul 2020,101.06908799836916,"619 Oconnor Island Apt. 615
West Shelia, DC 03590",4025890387301945,619 Oconnor Island Apt. 615,West Shelia,DC,03590
199,smithpatty@example.org,False,BASIC,,09 Jun 2020,02 May 2020,170.22131718005704,"Unit 1087 Box 8230
DPO AA 48780",4060072691768924697,Unit 1087 Box 8230,DPO AA 48780,,
200,raymond78@example.org,True,BASIC,25.565651032582863,10 Aug 2020,12 Aug 2020,105.87240194475336,"33072 Shawn Glen Suite 926
Thompsonmouth, OK 10196",573770300487,33072 Shawn Glen Suite 926,Thompsonmouth,OK,10196
201,kjones@example.org,True,BASIC,0.0,02 Apr 2020,08 Apr 2020,161.65854725558836,"5180 Jacobson Keys
Hayeschester, MA 66802",3522313302251053,5180 Jacobson Keys,Hayeschester,MA,66802
202,lynnyoung@example.org,False,BASIC,21.372155829349197,28 Sep 2020,14 Oct 2020,97.23424612213978,"78867 Brandon Street
South Tonyaport, SD 16513",4663874516332101,78867 Brandon Street,South Tonyaport,SD,16513
203,xmccarthy@example.org,False,BASIC,3.7628548659075793,01 May 2021,29 Apr 2021,175.16193400837693,"38603 Price Harbor
Robinsonstad, RI 48861",4926153014995732,38603 Price Harbor,Robinsonstad,RI,48861
204,jimmy72@example.net,True,BASIC,,15 Nov 2020,26 Nov 2020,117.73847876644422,"1905 Denise Harbors
Thompsonstad, ND 11629",6011048357365389,1905 Denise Harbors,Thompsonstad,ND,11629
205,gregoryjarvis@example.net,True,BASIC,18.562477255021097,20 Jan 2021,02 Jan 2021,161.06957046544127,"122 Davis Stravenue Suite 722
Garcialand, UT 02892",6011906484986999,122 Davis Stravenue Suite 722,Garcialand,UT,02892
206,hudsondavid@example.org,False,BASIC,27.542006698292116,08 Jul 2020,07 Jun 2020,170.48208344172423,"66262 Briggs Greens
East Jacob, CT 41005",3552190922756734,66262 Briggs Greens,East Jacob,CT,41005
207,ljones@example.net,False,BASIC,35.134903860009814,16 Sep 2019,01 Nov 2019,160.1365350779677,"Unit 8003 Box 0414
DPO AA 39647",3594497704118862,Unit 8003 Box 0414,DPO AA 39647,,
208,shawn44@example.org,False,BASIC,23.466791993653324,04 Jan 2020,10 Feb 2020,133.10363716781566,"48789 Bernard Route
North Jennifer, KY 94360",348705916260883,48789 Bernard Route,North Jennifer,KY,94360
209,lopezsarah@example.org,False,BASIC,,18 Sep 2020,27 Sep 2020,166.73760396228485,"205 Joseph Station Apt. 284
South Elizabeth, MN 36402",3557155124247944,205 Joseph Station Apt. 284,South Elizabeth,MN,36402
210,williamcurry@example.org,False,BASIC,12.256425424734132,18 May 2020,10 May 2020,86.63106697994957,"9133 Patricia Forks Suite 441
South Christopher, MA 39690",30561385657981,9133 Patricia Forks Suite 441,South Christopher,MA,39690
211,sgray@example.net,False,BASIC,19.48835510920463,30 Oct 2020,31 Oct 2020,167.93487684198965,"8090 Arias Junction Suite 695
Port Sherrychester, ND 90868",502090774220,8090 Arias Junction Suite 695,Port Sherrychester,ND,90868
212,oconnellcatherine@example.org,False,BASIC,29.87807343084421,25 Nov 2020,17 Dec 2020,139.68841489685497,"81514 Kimberly Islands Apt. 771
Nataliestad, IA 53941",4792044570187676,81514 Kimberly Islands Apt. 771,Nataliestad,IA,53941
213,kellerelizabeth@example.com,False,BASIC,38.1915900547437,05 Apr 2020,25 Mar 2020,132.3543992109738,"66691 Mary Corners
North Karenbury, DE 97920",2702942300539640,66691 Mary Corners,North Karenbury,DE,97920
214,zjames@example.org,False,BASIC,14.66634100762699,19 Apr 2020,,103.54226834641524,"00180 Day Shore Apt. 114
East Calebchester, PA 35718",4864900572946448,00180 Day Shore Apt. 114,East Calebchester,PA,35718
215,jameshenry@example.com,False,BASIC,14.106153699109589,05 Mar 2020,12 Mar 2020,145.75839306452454,"88789 Joseph Junctions
Floreston, NV 14718",675962185673,88789 Joseph Junctions,Floreston,NV,14718
216,jillianwilliams@example.net,False,BASIC,19.38802787508802,22 Jul 2020,27 Jul 2020,193.7242066387488,"9821 Coleman Burgs
Nelsonchester, NM 96014",4436788034860425,9821 Coleman Burgs,Nelsonchester,NM,96014
217,beasleyjillian@example.org,False,BASIC,34.25877201176128,18 Jun 2020,01 Jul 2020,127.72524009933086,"00758 Travis Stravenue Apt. 151
Janetton, RI 38929",4847331928682340585,00758 Travis Stravenue Apt. 151,Janetton,RI,38929
218,nsaunders@example.com,False,BASIC,22.499280384534394,19 Jul 2020,17 Jul 2020,156.69070431490465,"3428 Serrano Hollow Apt. 038
Collierberg, MO 46729",346519124027287,3428 Serrano Hollow Apt. 038,Collierberg,MO,46729
219,edwin11@example.com,False,BASIC,20.08815678035216,22 Aug 2020,23 Jul 2020,146.64133391447126,"07718 Michael Lake
Richardsonmouth, TX 28558",30047698841504,07718 Michael Lake,Richardsonmouth,TX,28558
220,reedjennifer@example.org,False,BASIC,7.108776811708648,01 Mar 2020,13 Mar 2020,178.80885510554705,"005 Graves Views
Brightside, NH 13956",378784585919551,005 Graves Views,Brightside,NH,13956
